ID lon lat depth max_ssh min_ssh period polarity return_code
 2219	+155.5750	+56.9333	102	0.101	-0.071	 1759	 1	2
 2220	+155.4667	+56.8000	 94	0.081	-0.085	 3398	-1	3
 2221	+155.3000	+56.7381	 79	0.087	-0.093	 2254	 1	3
 2222	+155.1000	+56.7000	101	0.097	-0.093	 1646	-1	2
 2223	+154.9667	+56.5667	 97	0.126	-0.121	 1901	-1	2
 2224	+154.8667	+56.3667	 89	0.126	-0.137	 1326	-1	2
 2225	+155.0000	+56.2917	 80	0.130	-0.133	 1140	-1	2
 2226	+155.1333	+56.3000	 79	0.129	-0.128	 1574	-1	2
 2227	+155.1250	+56.0667	 69	0.105	-0.087	 2287	-1	3
 2228	+155.2167	+55.9000	 52	0.124	-0.080	 2553	 1	3
 2229	+155.3000	+55.8167	 40	0.154	-0.125	 4757	-1	3
 2230	+155.1667	+55.6733	 52	0.135	-0.134	 1215	 1	3
 2231	+155.1667	+55.4667	 49	0.113	-0.108	 2624	 1	3
 2232	+155.0333	+55.3556	 56	0.113	-0.108	 2519	 1	3
 2233	+155.0000	+55.1625	131	0.114	-0.098	 2625	 1	3
 2234	+155.1000	+55.0167	107	0.119	-0.123	 2617	 1	3
 2235	+154.8667	+55.0362	173	0.103	-0.091	 2729	 1	3
 2236	+154.8333	+54.9256	174	0.101	-0.094	 2580	 1	3
 2237	+154.9875	+54.8000	129	0.112	-0.130	 2550	 1	3
 2238	+155.1333	+54.6667	 92	0.125	-0.161	 2422	 1	3
 2239	+155.0000	+54.5692	133	0.116	-0.121	 2497	 1	3
 2240	+154.9273	+54.4000	129	0.116	-0.114	  725	-1	3
 2241	+154.9259	+54.2000	115	0.135	-0.099	 4980	-1	3
 2242	+155.1000	+54.1317	 90	0.135	-0.139	 2385	 1	3
 2243	+155.3333	+54.1567	 89	0.155	-0.150	 1645	 1	3
 2244	+155.5333	+54.2000	 39	0.176	-0.166	 1474	 1	2
 2245	+155.6000	+54.1167	 43	0.186	-0.171	 1721	 1	2
 2246	+155.5000	+53.9417	 47	0.165	-0.189	 1170	 1	2
 2247	+155.5583	+53.7667	 67	0.166	-0.222	 2474	 1	2
 2248	+155.6583	+53.6000	 50	0.176	-0.229	 2924	 1	3
 2249	+155.7000	+53.4333	 56	0.180	-0.210	 3202	-1	3
 2250	+155.6600	+53.2000	 63	0.172	-0.162	 1346	 1	2
