#id lon lat MIH hmax period
id04390 125.106760 -8.160962 -1.00 -1.00 -1
id04391 125.131283 -8.337362 0.21 0.05 692
id04392 124.895000 -8.366700 0.16 0.05 2625
id04393 124.683000 -8.399800 0.20 0.06 2617
id04394 124.467000 -8.441400 -1.00 -1.00 -1
id04395 124.332000 -8.416700 0.19 0.06 2745
id04396 124.393000 -8.250000 0.03 0.01 1831
id04397 120.816082 -7.256014 0.06 0.01 798
id04398 121.017000 -7.278600 0.05 0.01 1458
id04399 121.167000 -7.345900 0.02 0.01 761
id04400 121.067000 -7.381900 0.02 0.00 1136
id04401 120.984000 -7.333300 0.02 0.01 897
id04402 120.517000 -6.990500 0.05 0.01 707
id04403 120.617000 -7.005800 -1.00 -1.00 -1
id04404 120.733000 -7.046000 0.02 0.01 1709
id04405 120.733000 -7.136600 0.04 0.01 1030
id04406 121.754169 -7.234973 -1.00 -1.00 -1
id04407 121.783000 -7.283300 0.03 0.01 1739
id04408 121.732000 -7.300000 0.03 0.01 1466
id04409 121.683000 -7.288500 0.03 0.01 1371
id04410 121.765348 -7.342697 0.03 0.01 1200
id04411 121.836997 -7.340199 -1.00 -1.00 -1
id04412 121.833000 -7.385600 -1.00 -1.00 -1
id04413 121.792000 -7.416700 -1.00 -1.00 -1
id04414 121.747000 -7.416700 -1.00 -1.00 -1
id04462 125.724065 -8.043749 0.05 0.01 498
id04463 125.767000 -7.992600 -1.00 -1.00 -1
id04464 125.799079 -7.871086 0.04 0.01 685
id04495 124.333000 -1.543100 0.01 0.00 1755
id04496 124.500000 -1.583300 0.01 0.00 1823
id04497 124.633000 -1.636700 -1.00 -1.00 -1
id04498 124.808000 -1.666700 -1.00 -1.00 -1
id04499 124.950000 -1.660500 0.00 0.00 1418
id04500 125.100000 -1.675700 0.00 0.00 1127
id04501 125.248501 -1.717583 0.00 0.00 2280
id04502 125.400000 -1.775300 0.00 0.00 1877
id04503 125.567000 -1.777400 0.00 0.00 1173
id04504 125.700000 -1.748100 0.00 0.00 2221
id04521 125.850000 -1.908600 -1.00 -1.00 -1
id04522 125.683000 -1.935300 0.03 0.01 2534
id04523 125.507000 -1.950000 -1.00 -1.00 -1
id04524 125.417000 -1.910600 0.07 0.01 236
id04525 125.233000 -1.891000 -1.00 -1.00 -1
id04526 125.083000 -1.905300 0.03 0.01 1020
id04527 124.950000 -1.939900 -1.00 -1.00 -1
id04528 124.800000 -1.917100 0.02 0.00 1356
id04529 124.667000 -1.988700 -1.00 -1.00 -1
id04530 124.500000 -2.021100 -1.00 -1.00 -1
id04531 124.367000 -2.058100 -1.00 -1.00 -1
id04532 124.283000 -1.948800 0.02 0.01 2665
id04533 124.183000 -1.844400 0.02 0.01 2562
id04534 124.131000 -1.700000 0.02 0.01 1346
id04555 120.467478 -5.748717 0.05 0.01 1023
id04556 120.536000 -5.883300 -1.00 -1.00 -1
id04557 120.570000 -6.050000 -1.00 -1.00 -1
id04558 120.535000 -6.216700 -1.00 -1.00 -1
id04559 120.517000 -6.384000 0.03 0.01 562
id04560 120.472301 -6.468317 0.03 0.01 1297
id04561 120.447000 -6.333300 -1.00 -1.00 -1
id04562 120.383000 -6.216700 0.02 0.01 1450
id04563 120.417000 -6.102100 0.04 0.01 2479
id04564 120.444000 -5.933300 -1.00 -1.00 -1
id04565 117.750000 -8.095200 0.02 0.00 960
id04566 118.103525 -8.113676 0.02 0.00 509
id04567 118.317000 -8.359800 -1.00 -1.00 -1
id04568 118.585466 -8.263682 -1.00 -1.00 -1
id04569 118.867000 -8.281300 0.03 0.01 2853
id04570 119.083000 -8.501800 0.09 0.03 2063
id04571 119.213000 -8.700000 0.31 0.07 945
id04572 118.933000 -8.845100 -1.00 -1.00 -1
id04573 118.596000 -8.850000 -1.00 -1.00 -1
id04574 118.283000 -8.800000 0.29 0.08 1852
id04575 118.000000 -8.900000 0.36 0.07 359
id04576 117.671000 -8.950000 -1.00 -1.00 -1
id04577 117.333000 -9.061400 0.30 0.07 951
id04578 117.033000 -9.116700 0.22 0.05 952
id04579 116.717000 -9.000000 0.25 0.06 981
id04580 116.667000 -8.735000 0.35 0.07 881
id04581 116.517000 -8.938100 0.26 0.06 1111
id04582 116.157000 -8.916700 -1.00 -1.00 -1
id04583 115.850000 -8.843200 0.48 0.10 690
id04584 116.032000 -8.650000 0.15 0.03 1026
id04585 116.033000 -8.335700 0.07 0.02 964
id04586 116.300000 -8.230200 -1.00 -1.00 -1
id04587 116.643000 -8.283300 0.04 0.01 1264
id04588 116.682000 -8.516700 0.25 0.06 1057
id04589 116.817000 -8.488100 0.13 0.04 2722
id04590 117.115796 -8.366360 -1.00 -1.00 -1
id04591 117.423846 -8.410189 0.08 0.02 2352
id04592 117.754000 -8.500000 0.03 0.01 871
id04593 118.083000 -8.531100 0.03 0.01 1703
id04594 117.833000 -8.372800 0.04 0.01 603
id04595 125.083000 1.889600 0.01 0.00 2449
id04596 125.167000 1.700000 0.01 0.00 2070
id04597 125.294000 1.566700 0.01 0.00 2115
id04598 125.198000 1.383300 0.00 0.00 2610
id04599 125.060000 1.200000 0.00 0.00 1222
id04600 124.948000 1.000000 0.01 0.00 1356
id04601 124.767000 0.859800 0.01 0.00 2486
id04602 124.633000 0.671600 0.01 0.00 2545
id04603 124.519000 0.466700 0.00 0.00 2062
id04604 124.300000 0.376300 0.01 0.00 1395
id04605 124.000000 0.364200 0.00 0.00 1207
id04606 123.766000 0.300000 0.01 0.00 1736
id04607 123.528000 0.300000 0.01 0.00 1439
id04608 123.267000 0.310100 -1.00 -1.00 -1
id04609 123.098000 0.450000 0.01 0.00 1110
id04610 122.833000 0.479200 -1.00 -1.00 -1
id04611 122.617000 0.475500 -1.00 -1.00 -1
id04612 122.352446 0.459824 0.00 0.00 7641
id04613 122.129000 0.400000 0.01 0.00 3608
id04614 121.933000 0.416700 0.01 0.00 1941
id04615 121.721000 0.450000 0.00 0.00 3531
id04616 121.518631 0.432489 0.00 0.00 2576
id04617 121.300000 0.432100 0.00 0.00 2976
id04618 121.117000 0.366700 0.01 0.00 3621
id04619 121.050000 0.376700 0.01 0.00 2347
id04620 120.833000 0.368000 0.01 0.00 2610
id04621 120.633000 0.393200 0.01 0.00 2170
id04622 120.750000 0.400000 0.01 0.00 2834
id04623 120.600000 0.517600 -1.00 -1.00 -1
id04624 120.383000 0.461300 0.01 0.00 1440
id04625 120.227000 0.300000 0.01 0.00 1639
id04626 120.125000 0.083300 0.01 0.00 2100
id04627 120.038000 -0.150000 -1.00 -1.00 -1
id04628 120.065000 -0.416700 0.01 0.00 847
id04629 120.069000 -0.650000 -1.00 -1.00 -1
id04630 120.217000 -0.823800 0.01 0.00 1598
id04631 120.370000 -0.900000 0.01 0.00 2047
id04632 120.550000 -1.033300 0.01 0.00 2028
id04633 120.600000 -1.261400 0.00 0.00 2077
id04634 120.778000 -1.350000 0.01 0.00 6261
id04635 121.017000 -1.406400 0.01 0.00 1487
id04636 121.167000 -1.274700 0.02 0.00 930
id04637 121.284000 -1.083300 0.01 0.00 5571
id04638 121.435000 -0.916700 0.01 0.00 2186
id04639 121.633000 -0.794900 -1.00 -1.00 -1
id04640 121.779000 -0.950000 0.01 0.00 2609
id04641 122.000000 -0.927900 0.01 0.00 1545
id04642 122.160000 -0.800000 0.01 0.00 554
id04643 122.433000 -0.753700 0.01 0.00 934
id04644 122.683000 -0.791200 0.01 0.00 3315
id04645 122.805000 -0.716700 -1.00 -1.00 -1
id04646 122.630000 -0.633300 0.01 0.00 1087
id04647 122.900000 -0.592500 0.01 0.00 2174
id04648 123.107000 -0.533300 0.00 0.00 2223
id04649 123.350000 -0.601700 0.01 0.00 1196
id04650 123.455000 -0.816700 0.01 0.00 1095
id04651 123.362000 -1.033300 0.02 0.01 1002
id04652 123.158000 -0.966700 0.07 0.02 1192
id04653 123.000000 -0.903100 0.10 0.02 1132
id04654 122.789722 -1.020275 0.05 0.01 808
id04655 122.638000 -1.183300 -1.00 -1.00 -1
id04656 122.517000 -1.377800 0.06 0.02 3427
id04657 122.367000 -1.538500 0.06 0.02 1924
id04658 122.179000 -1.666700 0.04 0.01 1598
id04659 122.000000 -1.811300 0.06 0.02 3883
id04660 121.781000 -1.900000 0.05 0.02 2965
id04661 121.667000 -2.058300 0.06 0.02 1995
id04662 121.790000 -2.250000 0.06 0.02 1845
id04663 121.917000 -2.449000 0.06 0.01 1458
id04664 122.033000 -2.636300 0.03 0.01 2022
id04665 122.194000 -2.800000 0.04 0.01 748
id04666 122.317000 -2.933300 0.03 0.01 1552
id04667 122.517000 -3.048100 0.05 0.01 1493
id04668 122.567000 -3.162100 0.03 0.01 4171
id04669 122.556000 -3.266700 0.04 0.01 3194
id04670 122.600000 -3.397900 0.05 0.01 2077
id04671 122.483000 -3.450000 0.05 0.01 1789
id04672 122.397000 -3.650000 0.06 0.02 2424
id04673 122.508000 -3.850000 -1.00 -1.00 -1
id04674 122.633000 -3.960600 0.07 0.01 179
id04675 122.783000 -4.000800 0.05 0.01 1518
id04676 122.980000 -4.016700 0.00 0.00 1041
id04677 123.217000 -4.012900 0.05 0.01 904
id04678 123.183000 -4.211800 0.05 0.01 716
id04679 122.950000 -4.262500 0.03 0.01 1279
id04680 123.083000 -4.361600 0.04 0.01 1049
id04681 123.188000 -4.566700 0.03 0.01 634
id04682 123.217469 -4.832063 0.03 0.01 750
id04683 123.013000 -4.850000 0.03 0.01 1682
id04684 122.976000 -5.100000 0.03 0.01 1296
id04685 123.050000 -5.136100 0.03 0.01 1418
id04686 123.227984 -5.284189 0.03 0.01 766
id04687 123.054381 -5.433251 0.05 0.01 2229
id04688 122.873481 -5.464349 0.03 0.01 950
id04689 122.838000 -5.650000 -1.00 -1.00 -1
id04690 122.650000 -5.705900 -1.00 -1.00 -1
id04691 122.520000 -5.533300 0.03 0.01 2423
id04692 122.517000 -5.440300 0.02 0.01 2092
id04693 122.314000 -5.400000 0.02 0.00 1495
id04694 122.150000 -5.270000 0.03 0.01 2283
id04695 122.083800 -5.470836 0.02 0.01 1773
id04696 121.921000 -5.466700 0.02 0.00 1501
id04697 121.783000 -5.290600 -1.00 -1.00 -1
id04698 121.846000 -5.083300 0.02 0.01 1260
id04699 122.033000 -5.050000 0.03 0.01 5814
id04700 121.872000 -4.883300 0.03 0.01 2203
id04701 121.629000 -4.816700 0.02 0.01 5576
id04702 121.450000 -4.678000 0.03 0.01 1601
id04703 121.483000 -4.443900 0.02 0.01 5452
id04704 121.400000 -4.220400 0.04 0.01 1845
id04705 121.280000 -4.033300 0.04 0.01 2976
id04706 121.124000 -3.866700 0.04 0.01 2410
id04707 120.983000 -3.691700 0.03 0.01 2974
id04708 120.862000 -3.500000 0.02 0.01 3840
id04709 120.944000 -3.266700 0.03 0.01 7426
id04710 120.967000 -3.060000 0.05 0.02 7285
id04711 120.767000 -2.946700 0.03 0.01 8707
id04712 120.508000 -3.000000 0.05 0.02 4928
id04713 120.432000 -3.200000 0.04 0.01 7935
id04714 120.402000 -3.466700 0.02 0.01 3423
id04715 120.451000 -3.700000 0.02 0.01 2981
id04716 120.391000 -3.950000 0.02 0.01 5800
id04717 120.411000 -4.216700 0.02 0.01 7746
id04718 120.445000 -4.500000 0.03 0.01 3873
id04719 120.500000 -4.700000 0.03 0.01 7018
id04720 120.500000 -4.900000 0.03 0.01 8175
id04721 120.465000 -5.100000 0.02 0.01 3000
id04722 120.367000 -5.308300 0.02 0.00 2057
id04723 120.459000 -5.533300 0.04 0.01 622
id04724 120.333000 -5.551800 0.05 0.02 4586
id04725 120.113000 -5.650000 0.04 0.01 5749
id04726 119.933000 -5.786500 0.04 0.01 2872
id04727 119.767000 -5.813300 0.03 0.01 2872
id04728 119.567000 -5.689900 0.05 0.01 1624
id04729 119.333000 -5.607200 0.01 0.00 4671
id04730 119.122000 -5.500000 0.04 0.01 1374
id04731 119.112000 -5.266700 0.02 0.00 1024
id04732 119.133000 -5.063300 0.02 0.01 866
id04733 119.149000 -4.933300 0.02 0.01 2373
id04734 119.017000 -4.780900 0.02 0.00 1028
id04735 119.067000 -4.699700 0.01 0.00 1853
id04736 119.230000 -4.533300 0.02 0.01 1470
id04737 119.467000 -4.457400 0.03 0.01 1658
id04738 119.585000 -4.266700 0.02 0.01 2974
id04739 119.570000 -4.033300 0.02 0.01 3117
id04740 119.450000 -3.834100 0.02 0.00 1177
id04741 119.445000 -3.600000 0.02 0.01 4498
id04742 119.250000 -3.480000 0.02 0.01 2377
id04743 119.046000 -3.516700 -1.00 -1.00 -1
id04744 118.876000 -3.483300 -1.00 -1.00 -1
id04745 118.819000 -3.216700 0.02 0.00 686
id04746 118.844000 -3.016700 -1.00 -1.00 -1
id04747 118.767000 -2.872800 0.01 0.00 948
id04748 118.800000 -2.612800 0.02 0.00 2568
id04749 118.982000 -2.600000 0.01 0.00 1536
id04750 119.100000 -2.416700 0.01 0.00 1185
id04751 119.137000 -2.166700 0.02 0.00 689
id04752 119.250000 -1.961600 -1.00 -1.00 -1
id04753 119.296000 -1.750000 0.02 0.00 1099
id04754 119.280000 -1.516700 0.01 0.00 2005
id04755 119.306000 -1.300000 0.01 0.00 1045
id04756 119.400000 -1.102100 0.01 0.00 1159
id04757 119.493000 -0.883300 0.01 0.00 1116
id04758 119.650000 -0.730400 0.01 0.00 1635
id04759 119.783000 -0.742600 0.01 0.00 1436
id04760 119.850000 -0.781500 0.02 0.00 2039
id04761 119.767000 -0.533300 0.01 0.00 972
id04762 119.767000 -0.280800 0.01 0.00 1199
id04763 119.700000 -0.137600 0.01 0.00 1004
id04764 119.643000 0.000000 -1.00 -1.00 -1
id04765 119.781000 -0.083300 0.01 0.00 2872
id04766 119.845000 -0.050000 0.01 0.00 2576
id04767 119.797283 0.162430 0.01 0.00 1436
id04768 119.874000 0.283300 0.01 0.00 930
id04769 119.883000 0.509200 0.00 0.00 2204
id04770 120.001000 0.583300 0.01 0.00 2288
id04771 120.117000 0.759900 0.00 0.00 795
id04772 120.217000 0.966700 0.00 0.00 4300
id04773 120.400000 1.072100 -1.00 -1.00 -1
id04774 120.360062 0.860349 0.00 0.00 4019
id04775 120.585000 0.816700 0.01 0.00 3974
id04776 120.576000 1.083300 0.00 0.00 3618
id04777 120.759000 1.150000 0.00 0.00 4063
id04778 120.850000 1.333800 0.00 0.00 1700
id04779 121.093000 1.333300 0.00 0.00 693
id04780 121.314000 1.283300 0.00 0.00 1011
id04781 121.454000 1.233300 0.01 0.00 1641
id04782 121.583000 1.071400 -1.00 -1.00 -1
id04783 121.850000 1.133300 0.01 0.00 1326
id04784 122.050000 1.077700 0.01 0.00 1868
id04785 122.333000 1.044000 0.01 0.00 2069
id04786 122.567000 0.988400 0.01 0.00 2684
id04787 122.783000 0.983900 0.01 0.00 2715
id04788 123.037000 0.983300 0.00 0.00 2136
id04789 123.267000 1.002200 0.01 0.00 2489
id04790 123.483000 0.905700 0.01 0.00 2707
id04791 123.717000 0.883800 0.02 0.01 2691
id04792 123.936000 0.916700 0.01 0.00 2677
id04793 124.167000 0.979600 0.01 0.00 2699
id04794 124.333000 1.129700 0.01 0.00 2610
id04795 124.517000 1.218800 0.01 0.00 3165
id04796 124.533000 1.366700 0.00 0.00 1986
id04797 124.750000 1.452900 -1.00 -1.00 -1
id04798 124.850000 1.607800 -1.00 -1.00 -1
id04799 123.301568 -1.145553 0.04 0.01 831
id04800 123.583000 -1.476900 0.01 0.00 2265
id04801 123.817000 -1.897800 0.03 0.01 1711
id04802 123.783000 -2.118000 0.03 0.01 682
id04803 123.477000 -1.983300 0.03 0.01 1501
id04804 123.372000 -1.750000 -1.00 -1.00 -1
id04805 123.150000 -1.866700 0.03 0.01 3405
id04806 123.233000 -1.762500 0.05 0.02 4900
id04807 122.900000 -1.623500 0.03 0.01 1514
id04808 122.900000 -1.186800 0.08 0.03 4589
id04809 121.083000 6.110500 0.00 0.00 2256
id04810 121.287000 6.083300 0.00 0.00 2505
id04811 121.460000 6.083300 0.00 0.00 2047
id04812 121.383000 5.898600 0.00 0.00 1113
id04813 121.207000 5.800000 0.00 0.00 1563
id04814 121.069389 5.670139 0.00 0.00 1398
id04815 120.967000 5.521300 0.00 0.00 1050
id04816 120.760000 5.450000 0.00 0.00 1893
id04817 120.606000 5.300000 0.00 0.00 2819
id04818 120.617000 5.199800 0.00 0.00 1814
id04819 120.410000 5.150000 0.00 0.00 3101
id04820 120.267000 5.066700 0.00 0.00 2648
id04821 120.095000 5.033300 0.00 0.00 4038
id04822 119.975000 4.933300 0.00 0.00 2352
id04823 119.833000 4.830800 0.00 0.00 1672
id04824 119.780000 4.916700 0.00 0.00 1946
id04825 119.733000 5.008300 0.00 0.00 2452
id04826 119.850000 5.170400 0.00 0.00 1273
id04827 120.033000 5.286600 0.00 0.00 1573
id04828 120.177000 5.450000 0.00 0.00 1792
id04829 120.400000 5.523600 0.00 0.00 2966
id04830 120.600000 5.629200 0.00 0.00 1305
id04831 120.769000 5.750000 0.00 0.00 1721
id04832 120.883000 5.884300 0.00 0.00 2166
id04833 120.958000 6.066700 0.00 0.00 2506
id04834 119.940000 -10.000000 0.38 0.06 313
id04835 119.780483 -9.924737 -1.00 -1.00 -1
id04836 119.653000 -9.816700 0.49 0.10 1199
id04837 119.483000 -9.759400 0.47 0.09 1357
id04838 119.333000 -9.778300 0.48 0.10 1185
id04839 119.133000 -9.735300 0.38 0.06 383
id04840 118.997989 -9.638683 0.71 0.11 983
id04841 118.963000 -9.483300 0.43 0.08 816
id04842 119.117000 -9.401300 0.18 0.03 1033
id04843 119.300000 -9.354300 0.40 0.08 1361
id04844 119.498000 -9.366700 -1.00 -1.00 -1
id04845 119.667000 -9.366400 -1.00 -1.00 -1
id04846 119.833000 -9.364400 -1.00 -1.00 -1
id04847 119.957000 -9.300000 0.25 0.06 2403
id04848 120.067000 -9.430600 0.19 0.05 5729
id04849 120.209000 -9.483300 0.32 0.07 1657
id04850 120.284445 -9.636040 0.26 0.05 1575
id04851 120.472886 -9.614798 0.33 0.07 1518
id04852 120.594697 -9.722461 0.43 0.09 1297
id04853 120.683000 -9.882900 0.37 0.08 1559
id04854 122.183000 -0.198800 0.00 0.00 6363
id04855 122.367000 -0.261100 -1.00 -1.00 -1
id04856 122.307000 -0.383300 0.00 0.00 4264
id04857 122.159000 -0.466700 0.00 0.00 1087
id04858 121.983000 -0.434600 0.00 0.00 2683
id04859 121.867000 -0.541800 0.01 0.00 1938
id04860 121.710444 -0.563329 0.00 0.00 2256
id04861 121.650000 -0.451000 0.00 0.00 1361
id04862 121.817000 -0.388000 0.00 0.00 8760
id04863 121.967000 -0.287900 0.00 0.00 4806
id04864 125.367000 2.166900 0.01 0.00 2470
id04865 125.404000 2.150000 0.01 0.00 1855
id04866 125.400000 2.099000 0.01 0.00 2064
id04867 125.350987 2.067514 0.01 0.00 1658
id04868 125.333000 2.100700 0.01 0.00 2462
id04869 125.383000 2.387900 0.01 0.00 1825
id04870 125.450000 2.376800 0.01 0.00 2432
id04871 125.443000 2.316700 0.01 0.00 2390
id04872 125.383000 2.300000 0.01 0.00 2331
id04873 125.350000 2.325400 0.01 0.00 1176
id04874 125.383000 2.808600 0.01 0.00 2531
id04875 125.459366 2.758777 -1.00 -1.00 -1
id04876 125.433000 2.692900 0.01 0.00 1394
id04877 125.467000 2.646000 0.00 0.00 1365
id04878 125.367717 2.682615 0.01 0.00 2614
id04879 125.483000 2.990300 0.01 0.00 1582
id04880 125.517000 2.983300 0.00 0.00 1256
id04881 125.505000 2.950000 0.00 0.00 1237
id04882 125.467000 2.946100 0.01 0.00 1785
id04883 125.467000 3.104700 0.01 0.00 1916
id04884 125.497850 3.088793 0.01 0.00 1461
id04885 125.517000 3.066700 0.00 0.00 1222
id04886 125.500000 3.041100 0.01 0.00 1613
id04887 125.467000 3.064000 0.01 0.00 2306
id04888 125.417000 3.738400 -1.00 -1.00 -1
id04889 125.599000 3.600000 0.02 0.01 2549
id04890 125.717000 3.456500 0.02 0.00 2546
id04891 125.562000 3.350000 0.00 0.00 1264
id04892 125.478000 3.550000 0.01 0.00 1208
id04893 125.583000 3.820500 0.01 0.00 1593
id04894 125.650000 3.803700 0.01 0.00 1755
id04895 125.617000 3.776500 -1.00 -1.00 -1
id04896 125.567000 3.739500 0.02 0.01 2126
id04907 123.983000 -5.884500 0.03 0.01 1301
id04908 124.054026 -5.928145 0.02 0.01 3030
id04909 124.082000 -6.000000 0.03 0.01 1034
id04910 124.036238 -6.011963 0.01 0.00 1074
id04911 123.983000 -5.976400 -1.00 -1.00 -1
id04912 123.900000 -5.711500 0.03 0.01 1823
id04913 123.959559 -5.725807 -1.00 -1.00 -1
id04914 124.006000 -5.766700 0.03 0.01 1130
id04915 123.950000 -5.785000 -1.00 -1.00 -1
id04916 123.767000 -5.450800 0.02 0.01 1229
id04917 123.833000 -5.541900 0.06 0.01 45
id04918 123.883000 -5.587600 0.03 0.01 820
id04919 123.799064 -5.595559 0.01 0.00 2718
id04920 123.717000 -5.517200 -1.00 -1.00 -1
id04921 123.533000 -5.248200 0.03 0.01 1147
id04922 123.640133 -5.277925 -1.00 -1.00 -1
id04923 123.638000 -5.433300 0.02 0.01 1399
id04924 123.550000 -5.386400 0.02 0.01 1193
id04925 123.459000 -5.333300 0.02 0.01 1109
id04926 123.573000 -10.000000 0.10 0.07 1886
id04927 123.629000 -9.783300 0.09 0.04 1121
id04928 123.717000 -9.579300 0.12 0.06 1015
id04929 123.900000 -9.427600 0.14 0.07 1166
id04930 124.115909 -9.304557 -1.00 -1.00 -1
id04931 124.344802 -9.190793 0.12 0.10 2625
id04932 124.567000 -9.162400 -1.00 -1.00 -1
id04933 124.767000 -9.025100 -1.00 -1.00 -1
id04934 124.983000 -8.909200 -1.00 -1.00 -1
id04935 125.094515 -8.699485 0.07 0.05 2594
id04936 125.329967 -8.581334 0.06 0.05 2596
id04937 125.600000 -8.522900 0.07 0.03 1011
id04938 125.845417 -8.472496 -1.00 -1.00 -1
id04951 125.818796 -9.157849 -1.00 -1.00 -1
id04952 125.567000 -9.238300 0.03 0.02 1604
id04953 125.340000 -9.350000 0.02 0.01 1405
id04954 125.117000 -9.450700 0.04 0.02 1169
id04955 124.983000 -9.655700 0.06 0.02 486
id04956 124.800000 -9.811200 0.02 0.01 1116
id05001 114.483000 -7.816100 0.03 0.02 1703
id05002 114.466000 -7.916700 0.02 0.02 3118
id05003 114.483000 -8.090200 0.07 0.03 1130
id05004 114.583000 -8.114200 0.02 0.02 3007
id05005 114.667000 -8.136700 -1.00 -1.00 -1
id05006 114.800000 -8.166700 0.02 0.01 983
id05007 114.933000 -8.180600 0.03 0.01 1069
id05008 115.015000 -8.133300 0.02 0.01 2416
id05009 115.102000 -8.083300 0.03 0.01 1071
id05010 115.217000 -8.070700 0.02 0.01 1022
id05011 115.333000 -8.109800 0.02 0.01 812
id05012 115.433000 -8.153000 0.03 0.01 1023
id05013 115.530638 -8.214806 0.03 0.01 994
id05014 115.612000 -8.283300 0.03 0.02 1109
id05015 115.700000 -8.348400 0.04 0.02 1022
id05016 115.674000 -8.450000 -1.00 -1.00 -1
id05017 115.600000 -8.524300 -1.00 -1.00 -1
id05018 115.500000 -8.549000 -1.00 -1.00 -1
id05019 115.400000 -8.592300 0.14 0.06 1139
id05020 115.317000 -8.664300 0.15 0.06 934
id05021 115.289000 -8.783300 0.24 0.08 666
id05022 115.217000 -8.859300 0.18 0.10 1102
id05023 115.117000 -8.879200 0.17 0.07 826
id05024 114.990000 -8.850000 0.19 0.07 584
id05025 114.990000 -8.733300 0.09 0.07 1920
id05026 114.928000 -8.650000 0.14 0.09 1885
id05027 114.883000 -8.566700 0.10 0.10 3420
id05028 114.829000 -8.483300 0.12 0.11 2748
id05029 114.750000 -8.411800 0.22 0.07 555
id05030 114.633000 -8.437800 0.15 0.12 1979
id05031 114.517000 -8.438500 0.22 0.13 1268
id05032 114.450000 -8.531800 0.22 0.11 1011
id05033 114.450000 -8.624600 0.14 0.14 4084
id05034 114.550000 -8.646000 0.12 0.12 4046
id05035 114.618000 -8.716700 0.10 0.07 1776
id05036 114.617000 -8.818200 0.16 0.05 533
id05037 114.367000 -8.767600 0.24 0.10 810
id05038 114.283000 -8.731500 0.15 0.08 997
id05039 114.256000 -8.650000 0.14 0.10 2211
id05040 114.017000 -8.658600 0.16 0.07 903
id05041 113.917000 -8.603200 0.28 0.08 449
id05042 113.800000 -8.568300 0.13 0.07 1320
id05043 113.717000 -8.549000 0.12 0.07 1536
id05044 113.607000 -8.500000 0.08 0.07 2631
id05045 113.517000 -8.449400 -1.00 -1.00 -1
id05046 113.433000 -8.483300 0.10 0.06 1680
id05047 113.317000 -8.512000 0.17 0.08 1131
id05048 113.283000 -8.443100 0.08 0.06 2491
id05049 113.343000 -8.383300 0.72 0.16 45
id05050 113.233000 -8.339200 0.15 0.14 3261
id05051 113.100000 -8.325400 0.13 0.12 3464
id05052 112.981000 -8.350000 0.13 0.13 3600
id05053 112.900000 -8.420300 -1.00 -1.00 -1
id05054 112.751000 -8.433300 0.38 0.15 824
id05055 112.667000 -8.463700 0.13 0.07 1281
id05056 112.550000 -8.426100 0.31 0.08 194
id05057 112.417000 -8.413800 0.38 0.10 45
id05058 112.300000 -8.369700 0.22 0.13 1590
id05059 112.167000 -8.358000 0.25 0.10 765
id05060 113.000000 -6.516700 0.02 0.00 2719
id05061 113.017000 -6.666700 0.02 0.00 4628
id05062 113.083000 -6.758300 0.02 0.00 3917
id05063 113.233000 -6.777800 0.03 0.01 4436
id05064 113.383000 -6.791700 0.03 0.01 4256
id05065 113.533000 -6.812500 0.03 0.01 3363
id05066 113.667000 -6.813300 0.03 0.01 2699
id05067 113.833000 -6.802400 0.04 0.01 1203
id05068 113.983000 -6.822200 0.05 0.01 1226
id05069 114.100000 -6.783300 0.05 0.01 1140
id05070 114.267000 -6.775000 0.05 0.01 1106
id05071 114.383000 -6.816700 0.06 0.01 596
id05072 114.517000 -6.860000 0.05 0.01 1109
id05073 114.650000 -6.900000 0.06 0.01 1032
id05074 114.783000 -6.916700 0.05 0.01 996
id05075 114.917000 -6.883300 0.05 0.01 1061
id05076 114.967000 -6.783300 0.04 0.01 682
id05077 115.006000 -6.650000 0.03 0.01 1066
id05078 115.033000 -6.516700 0.04 0.01 588
id05079 115.703000 -6.716700 0.04 0.01 516
id05080 115.763000 -6.833300 0.03 0.00 1011
id05081 115.867000 -6.893100 0.03 0.01 981
id05082 115.964000 -6.966700 0.04 0.01 562
id05083 115.924000 -7.166700 0.05 0.01 1075
id05084 115.800000 -7.202900 0.07 0.01 996
id05085 115.717000 -7.126000 0.06 0.01 1852
id05086 115.600000 -7.070500 0.07 0.01 1270
id05087 115.467000 -7.038400 0.07 0.01 3169
id05088 115.350000 -7.018300 0.06 0.01 1133
id05089 115.233000 -7.074500 0.06 0.01 1328
id05090 115.125000 -7.083300 0.07 0.01 797
id05091 115.017000 -7.033300 0.03 0.01 1057
id05092 114.917000 -7.088900 0.07 0.01 1324
id05093 114.817000 -7.163500 0.08 0.01 918
id05094 114.683000 -7.191700 0.07 0.01 4189
id05095 114.517000 -7.184600 0.07 0.02 4184
id05096 114.483000 -7.116700 0.07 0.01 892
id05097 114.465000 -7.016700 0.05 0.01 1083
id05098 114.371000 -6.933300 0.08 0.01 954
id05099 114.306000 -6.983300 0.08 0.01 1073
id05100 114.379000 -7.083300 0.07 0.01 959
id05101 114.400000 -7.211800 0.07 0.01 2623
id05102 114.283000 -7.266700 0.07 0.01 3262
id05103 114.150000 -7.300000 0.09 0.02 622
id05104 114.017000 -7.320800 0.08 0.01 626
id05105 113.907000 -7.383300 0.07 0.01 495
id05106 113.833000 -7.475000 0.07 0.01 541
id05107 113.700000 -7.508300 0.06 0.01 1747
